CHEM_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	CHEMICAL_NAME	PLOT_NAME	HMDB	KEGG	PUBCHEM	PLATFORM
m100004601	Xenobiotics	Bacterial/Fungal	5326	NAMED	1H-indole-7-acetic acid	1H-indole-7-acetic acid	NA	NA	18356439	Neg
m100004634	Amino Acid	Tyrosine Metabolism	206	NAMED	3-methoxytyramine sulfate	3-methoxytyramine sulfate	NA	NA	54133459	Neg
m100004635	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	439	NAMED	methionine sulfone	methionine sulfone	HMDB0062174	NA	69961	Pos Early
m100005350	Lipid	Lysophospholipid	2618	NAMED	1-linolenoyl-GPC (18:3)*	1-linolenoyl-GPC (18:3)*	HMDB0010388	C04100	NA	Pos Late
m100005372	Lipid	Lysoplasmalogen	2836	NAMED	1-(1-enyl-oleoyl)-GPE (P-18:1)*	1-(1-enyl-oleoyl)-GPE (P-18:1)*	NA	NA	NA	Pos Late
m100005373	Amino Acid	Lysine Metabolism	121	NAMED	fructosyllysine	fructosyllysine	HMDB0034879	NA	9839580	Pos Early
m100005383	Xenobiotics	Bacterial/Fungal	5327	NAMED	N-methylpipecolate	N-methylpipecolate	NA	NA	11286529	Pos Early
m100005384	Xenobiotics	Chemical	6088	NAMED	O-sulfo-L-tyrosine	O-sulfo-L-tyrosine	NA	NA	514186	Neg
m100005391	Xenobiotics	Benzoate Metabolism	4567	NAMED	3-(3-hydroxyphenyl)propionate sulfate	3-(3-hydroxyphenyl)propionate sulfate	HMDB0094710	NA	187488	Neg
m100005402	Lipid	Androgenic Steroids	3336	NAMED	11-ketoetiocholanolone glucuronide	11-ketoetiocholanolone glucuronide	NA	NA	NA	Neg
m100005403	Lipid	Androgenic Steroids	3353	NAMED	etiocholanolone glucuronide	etiocholanolone glucuronide	HMDB0004484	NA	270605	Neg
m100005418	Lipid	Pregnenolone Steroids	3248	NAMED	17alpha-hydroxypregnanolone glucuronide	17alpha-hydroxypregnanolone glucuronide	NA	NA	NA	Neg
m100005717	Lipid	Lysophospholipid	2708	NAMED	1-palmitoyl-GPG (16:0)*	1-palmitoyl-GPG (16:0)*	NA	NA	3300276	Neg
m100005834	Lipid	"Fatty Acid, Monohydroxy"	2002	NAMED	9-hydroxystearate	9-hydroxystearate	HMDB0061661	NA	9570127	Neg
m100005850	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	375	NAMED	3-methylglutarylcarnitine (2)	3-methylglutarylcarnitine (2)	HMDB0000552	NA	128145	Pos Early
m100005864	Xenobiotics	Food Component/Plant	5089	NAMED	methyl glucopyranoside (alpha + beta)	methyl glucopyranoside (alpha + beta)	HMDB0029965	NA	"44,523,830,367,432,100"	Neg
m100005985	Lipid	Sphingomyelins	3114	NAMED	"sphingomyelin (d18:2/14:0, d18:1/14:1)*"	"sphingomyelin (d18:2/14:0, d18:1/14:1)*"	NA	NA	NA	Pos Late
m100005986	Lipid	Sphingomyelins	3129	NAMED	"sphingomyelin (d18:1/24:1, d18:2/24:0)*"	"sphingomyelin (d18:1/24:1, d18:2/24:0)*"	HMDB0012107	NA	44260126	Pos Late
m100005996	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)"	1918	NAMED	octadecenedioylcarnitine (C18:1-DC)*	octadecenedioylcarnitine (C18:1-DC)*	NA	NA	NA	Pos Late
m100005998	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)"	1917	NAMED	octadecanedioylcarnitine (C18-DC)*	octadecanedioylcarnitine (C18-DC)*	NA	NA	NA	Pos Late
m100006005	Lipid	Androgenic Steroids	3379	NAMED	"5alpha-androstan-3alpha,17beta-diol monosulfate (2)"	"5alpha-androstan-3alpha,17beta-diol monosulfate (2)"	NA	NA	121596225	Neg
m100006051	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	1884	NAMED	myristoleoylcarnitine (C14:1)*	myristoleoylcarnitine (C14:1)*	HMDB0240588	NA	129691961	Pos Late
m100006082	Xenobiotics	Chemical	6212	NAMED	4-hydroxychlorothalonil	4-hydroxychlorothalonil	NA	NA	34217	Neg
m100006092	Amino Acid	Tyrosine Metabolism	226	NAMED	tyramine O-sulfate	tyramine O-sulfate	HMDB0006409	NA	153005	Neg
m100006098	Xenobiotics	Chemical	6220	NAMED	3-hydroxypyridine sulfate	3-hydroxypyridine sulfate	NA	NA	NA	Neg
m100006105	Xenobiotics	Benzoate Metabolism	4499	NAMED	4-methylguaiacol sulfate	4-methylguaiacol sulfate	NA	NA	NA	Neg
m100006108	Peptide	Acetylated Peptides	1184	NAMED	phenylacetylcarnitine	phenylacetylcarnitine	NA	NA	101724840	Pos Early
m100006115	Carbohydrate	Pentose Metabolism	1283	NAMED	arabonate/xylonate	arabonate/xylonate	HMDB0000539	"C00502,C05411"	"1,220,456,602,431"	Polar
m100006126	Xenobiotics	Food Component/Plant	5115	NAMED	4-vinylguaiacol sulfate	4-vinylguaiacol sulfate	HMDB0127980	NA	53803570	Neg
m100006129	Amino Acid	Tyrosine Metabolism	201	NAMED	vanillactate	vanillactate	HMDB0000913	NA	160637	Neg
m100006171	Xenobiotics	Food Component/Plant	5121	NAMED	eugenol sulfate	eugenol sulfate	HMDB0135245	NA	180632	Neg
m100006190	Xenobiotics	Food Component/Plant	5248	NAMED	2-acetamidophenol sulfate	2-acetamidophenol sulfate	NA	NA	181671	Neg
m100006191	Amino Acid	Tyrosine Metabolism	225	NAMED	p-cresol glucuronide*	p-cresol glucuronide*	HMDB0011686	NA	154035	Neg
m100006260	Xenobiotics	Chemical	6234	NAMED	6-hydroxyindole sulfate	6-hydroxyindole sulfate	HMDB0000682	NA	122198196	Neg
m100006262	Amino Acid	Tyrosine Metabolism	193	NAMED	4-methoxyphenol sulfate	4-methoxyphenol sulfate	NA	NA	NA	Neg
m100006282	Xenobiotics	Food Component/Plant	5118	NAMED	umbelliferone sulfate	umbelliferone sulfate	HMDB0240565	NA	129659	Neg
m100006290	Lipid	Sphingomyelins	3121	NAMED	"sphingomyelin (d18:1/20:0, d16:1/22:0)*"	"sphingomyelin (d18:1/20:0, d16:1/22:0)*"	HMDB0012102	NA	44260124	Pos Late
m100006292	Lipid	Sphingomyelins	3122	NAMED	"sphingomyelin (d18:1/20:1, d18:2/20:0)*"	"sphingomyelin (d18:1/20:1, d18:2/20:0)*"	NA	NA	NA	Pos Late
m100006293	Lipid	Sphingomyelins	3123	NAMED	"sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*"	"sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*"	NA	NA	NA	Pos Late
m100006294	Lipid	Sphingomyelins	3106	NAMED	behenoyl sphingomyelin (d18:1/22:0)*	behenoyl sphingomyelin (d18:1/22:0)*	HMDB0012103	NA	44260125	Pos Late
m100006295	Lipid	Sphingomyelins	3126	NAMED	"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*"	"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*"	HMDB0012104	NA	NA	Pos Late
m100006296	Lipid	Sphingomyelins	3127	NAMED	"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*"	"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*"	NA	NA	NA	Pos Late
m100006298	Lipid	Sphingomyelins	3108	NAMED	lignoceroyl sphingomyelin (d18:1/24:0)	lignoceroyl sphingomyelin (d18:1/24:0)	NA	NA	NA	Pos Late
m100006314	Lipid	Sphingomyelins	3115	NAMED	"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*"	"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*"	NA	NA	NA	Pos Late
m100006361	Amino Acid	Tyrosine Metabolism	224	NAMED	dopamine 3-O-sulfate	dopamine 3-O-sulfate	HMDB0006275	C13690	122136	Neg
m100006367	Lipid	"Fatty Acid, Monohydroxy"	1979	NAMED	3-hydroxyhexanoate	3-hydroxyhexanoate	"HMDB0061652,HMDB0010718"	NA	151492	Neg
m100006369	Amino Acid	Alanine and Aspartate Metabolism	35	NAMED	N-carbamoylalanine	N-carbamoylalanine	NA	NA	426409	Pos Early
m100006370	Lipid	Sterol	3209	NAMED	3beta-hydroxy-5-cholestenoate	3beta-hydroxy-5-cholestenoate	NA	C17333	165511	Neg
m100006375	Xenobiotics	Benzoate Metabolism	4540	NAMED	3-methoxycatechol sulfate (1)	3-methoxycatechol sulfate (1)	NA	NA	129892430	Neg
m100006376	Xenobiotics	Benzoate Metabolism	4541	NAMED	3-methoxycatechol sulfate (2)	3-methoxycatechol sulfate (2)	NA	NA	NA	Neg
m100006378	Amino Acid	Tryptophan Metabolism	270	NAMED	N-acetylkynurenine (2)	N-acetylkynurenine (2)	NA	NA	73817779	Neg
m100006379	Amino Acid	Tryptophan Metabolism	261	NAMED	C-glycosyltryptophan	C-glycosyltryptophan	HMDB0240296	NA	10981970	Neg
m100006430	Carbohydrate	Pentose Metabolism	1277	NAMED	arabitol/xylitol	arabitol/xylitol	"HMDB0001851,HMDB0000568,HMDB0002917"	"C00379,C00542,C01904"	"941,546,912"	Polar
m100006435	Carbohydrate	Aminosugar Metabolism	1433	NAMED	N-acetylglucosamine/N-acetylgalactosamine	N-acetylglucosamine/N-acetylgalactosamine	"HMDB0000212,HMDB0000215"	C01074	"43,917,484,265"	Pos Early
m100006438	Energy	TCA Cycle	1462	NAMED	citraconate/glutaconate	citraconate/glutaconate	"HMDB0000634,HMDB0000620"	"C02226,C02214"	"5,280,498,643,798"	Polar
m100006614	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)"	1907	NAMED	adipoylcarnitine (C6-DC)	adipoylcarnitine (C6-DC)	HMDB0061677	NA	71296139	Pos Early
m100006620	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)"	1857	NAMED	nonanoylcarnitine (C9)	nonanoylcarnitine (C9)	HMDB0013288	NA	91825642	Pos Late
m100006641	Lipid	Primary Bile Acid Metabolism	3474	NAMED	glycochenodeoxycholate 3-sulfate	glycochenodeoxycholate 3-sulfate	"HMDB0002409,HMDB0002496,HMDB0002497"	NA	"211,169,172,112,500,000,000,000"	Neg
m100006642	Lipid	Secondary Bile Acid Metabolism	3539	NAMED	glycodeoxycholate 3-sulfate	glycodeoxycholate 3-sulfate	NA	NA	101602538	Neg
m100006644	Lipid	Secondary Bile Acid Metabolism	3489	NAMED	taurodeoxycholic acid 3-sulfate	taurodeoxycholic acid 3-sulfate	NA	NA	NA	Neg
m100006726	Lipid	Endocannabinoid	2182	NAMED	linoleoyl ethanolamide	linoleoyl ethanolamide	HMDB0012252	NA	5283446	Neg
m100008903	Lipid	Phosphatidylcholine (PC)	2359	NAMED	"1,2-dilinoleoyl-GPC (18:2/18:2)"	"1,2-dilinoleoyl-GPC (18:2/18:2)"	HMDB0008138	NA	5288075	Pos Late
m100008904	Lipid	Phosphatidylcholine (PC)	2322	NAMED	1-stearoyl-2-oleoyl-GPC (18:0/18:1)	1-stearoyl-2-oleoyl-GPC (18:0/18:1)	HMDB0008038	NA	24778825	Pos Late
m100008914	Lipid	Phosphatidylcholine (PC)	2297	NAMED	1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)	1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)	HMDB0007982	C05208	10747814	Pos Late
m100008915	Lipid	Phosphatidylcholine (PC)	2303	NAMED	1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)	1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)	HMDB0007991	NA	6441886	Pos Late
m100008916	Lipid	Phosphatidylcholine (PC)	2339	NAMED	1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)	1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)	HMDB0008057	NA	24778876	Pos Late
m100008919	Lipid	Plasmalogen	2809	NAMED	1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)	1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)	HMDB0011375	NA	42607457	Pos Late
m100008920	Lipid	Sphingomyelins	3118	NAMED	"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)"	"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)"	NA	NA	46891763	Pos Late
m100008921	Lipid	Phosphatidylcholine (PC)	2281	NAMED	1-palmitoyl-2-stearoyl-GPC (16:0/18:0)	1-palmitoyl-2-stearoyl-GPC (16:0/18:0)	HMDB0007970	C03889	24778686	Pos Late
m100008928	Amino Acid	Glutathione Metabolism	582	NAMED	2-hydroxybutyrate/2-hydroxyisobutyrate	2-hydroxybutyrate/2-hydroxyisobutyrate	"HMDB0000729,HMDB00008"	"C21297,C05984"	"4,408,644,277,439"	Polar
m100008930	Lipid	Long Chain Monounsaturated Fatty Acid	1533	NAMED	oleate/vaccenate (18:1)	oleate/vaccenate (18:1)	"HMDB0003231,HMDB0000573,HMDB0240219,HMDB0000207"	"C21944,C08367,C01712,C00712"	"52,827,616,375,175,200,000,000,000"	Neg
m100008952	Lipid	Monoacylglycerol	2852	NAMED	1-palmitoleoylglycerol (16:1)*	1-palmitoleoylglycerol (16:1)*	NA	NA	NA	Neg
m100008954	Lipid	Dihydrosphingomyelins	3099	NAMED	palmitoyl dihydrosphingomyelin (d18:0/16:0)*	palmitoyl dihydrosphingomyelin (d18:0/16:0)*	HMDB0010168	NA	9939965	Pos Late
m100008955	Lipid	Sphingomyelins	3107	NAMED	tricosanoyl sphingomyelin (d18:1/23:0)*	tricosanoyl sphingomyelin (d18:1/23:0)*	HMDB0012105	NA	NA	Pos Late
m100008956	Lipid	Sphingomyelins	3128	NAMED	"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*"	"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*"	NA	NA	134757653	Pos Late
m100008957	Lipid	Sphingomyelins	3130	NAMED	"sphingomyelin (d18:2/24:1, d18:1/24:2)*"	"sphingomyelin (d18:2/24:1, d18:1/24:2)*"	NA	NA	85336023	Pos Late
m100008976	Lipid	Phosphatidylethanolamine (PE)	2429	NAMED	1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*	1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*	HMDB0008994	NA	9546749	Pos Late
m100008977	Lipid	Phosphatidylethanolamine (PE)	2438	NAMED	1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)	1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)	HMDB0009003	C05210	5289133	Pos Late
m100008980	Lipid	Phosphatidylcholine (PC)	2325	NAMED	1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*	1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*	HMDB0008039	NA	6441487	Pos Late
m100008984	Lipid	Phosphatidylcholine (PC)	2279	NAMED	1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*	1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*	HMDB0007969	NA	6443788	Pos Late
m100008985	Lipid	Phosphatidylcholine (PC)	2293	NAMED	1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*	1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*	NA	NA	NA	Pos Late
m100008990	Lipid	Phosphatidylethanolamine (PE)	2416	NAMED	1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*	1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*	HMDB0005323	C05210	9546800	Pos Late
m100008991	Lipid	Phosphatidylethanolamine (PE)	2418	NAMED	1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*	1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*	HMDB0008946	NA	9546799	Pos Late
m100008992	Lipid	Phosphatidylethanolamine (PE)	2442	NAMED	1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*	1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*	HMDB0009012	NA	9546798	Pos Late
m100008993	Lipid	Phosphatidylinositol (PI)	2539	NAMED	1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*	1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*	HMDB0009789	NA	NA	Pos Late
m100008994	Lipid	Phosphatidylinositol (PI)	2543	NAMED	1-stearoyl-2-linoleoyl-GPI (18:0/18:2)	1-stearoyl-2-linoleoyl-GPI (18:0/18:2)	HMDB0009809	NA	NA	Pos Late
m100008998	Cofactors and Vitamins	Tocopherol Metabolism	4381	NAMED	gamma-tocopherol/beta-tocopherol	gamma-tocopherol/beta-tocopherol	"HMDB0006335,HMDB0001492"	"C14152,C02483"	NA	Pos Late
m100008999	Lipid	Plasmalogen	2818	NAMED	1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*	1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*	HMDB0005779	NA	9547058	Pos Late
m100009002	Lipid	Plasmalogen	2804	NAMED	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*	HMDB0011352	NA	52925126	Pos Late
m100009005	Lipid	Plasmalogen	2800	NAMED	1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*	1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*	HMDB0011342	NA	52925128	Pos Late
m100009007	Lipid	Plasmalogen	2806	NAMED	1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*	1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*	HMDB0007996	NA	34779384	Pos Late
m100009009	Lipid	Plasmalogen	2814	NAMED	1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*	1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*	HMDB0011211	NA	24779386	Pos Late
m100009014	Lipid	Plasmalogen	2813	NAMED	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*	HMDB0011220	NA	NA	Pos Late
m100009025	Lipid	Sphingomyelins	3124	NAMED	"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*"	"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*"	NA	NA	NA	Pos Late
m100009026	Lipid	Dihydrosphingomyelins	3100	NAMED	behenoyl dihydrosphingomyelin (d18:0/22:0)*	behenoyl dihydrosphingomyelin (d18:0/22:0)*	HMDB0012091	NA	44260132	Pos Late
m100009027	Lipid	Dihydrosphingomyelins	3101	NAMED	"sphingomyelin (d18:0/18:0, d19:0/17:0)*"	"sphingomyelin (d18:0/18:0, d19:0/17:0)*"	HMDB0012087	NA	44260130	Pos Late
m100009028	Lipid	Dihydroceramides	3009	NAMED	N-palmitoyl-sphinganine (d18:0/16:0)	N-palmitoyl-sphinganine (d18:0/16:0)	HMDB11760	NA	5283572	Pos Late
m100009030	Lipid	Lactosylceramides (LCER)	3087	NAMED	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	NA	NA	53477895	Pos Late
m100009038	Lipid	Dihydrosphingomyelins	3098	NAMED	myristoyl dihydrosphingomyelin (d18:0/14:0)*	myristoyl dihydrosphingomyelin (d18:0/14:0)*	HMDB0012085	NA	44260138	Pos Late
m100009042	Amino Acid	Tryptophan Metabolism	320	NAMED	5-hydroxyindole sulfate	5-hydroxyindole sulfate	NA	NA	NA	Neg
m100009045	Peptide	Acetylated Peptides	1186	NAMED	phenylacetylglutamate	phenylacetylglutamate	HMDB0059772	NA	11579826	Neg
m100009054	Lipid	Diacylglycerol	2910	NAMED	palmitoleoyl-oleoyl-glycerol (16:1/18:1) [2]*	palmitoleoyl-oleoyl-glycerol (16:1/18:1) [2]*	NA	NA	71768100	Pos Late
m100009055	Lipid	Diacylglycerol	2907	NAMED	palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*	palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*	HMDB0007103	NA	131801744	Pos Late
m100009066	Lipid	Phosphatidylinositol (PI)	2534	NAMED	1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*	1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*	HMDB0009783	NA	71296232	Pos Late
m100009069	Lipid	Plasmalogen	2801	NAMED	1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*	1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*	HMDB0011343	NA	52925127	Pos Late
m100009078	Lipid	Phosphatidylethanolamine (PE)	2444	NAMED	1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*	1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*	HMDB0005349	NA	9546753	Pos Late
m100009130	Lipid	Phosphatidylcholine (PC)	2358	NAMED	1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*	1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*	HMDB0008123	NA	24778955	Pos Late
m100009131	Lipid	Phosphatidylcholine (PC)	2365	NAMED	1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*	1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*	HMDB0008147	C05208	24778979	Pos Late
m100009139	Lipid	Phosphatidylcholine (PC)	2266	NAMED	1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*	1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*	HMDB0007883	NA	24778634	Pos Late
m100009160	Lipid	Plasmalogen	2803	NAMED	1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*	1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*	HMDB0011207	NA	52923882	Pos Late
m100009162	Lipid	Plasmalogen	2802	NAMED	1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*	1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*	HMDB0011206	NA	11146967	Pos Late
m100009181	Lipid	Phosphatidylinositol (PI)	2542	NAMED	1-stearoyl-2-oleoyl-GPI (18:0/18:1)*	1-stearoyl-2-oleoyl-GPI (18:0/18:1)*	NA	NA	NA	Pos Late
m100009219	Lipid	Phosphatidylethanolamine (PE)	2447	NAMED	1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*	1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*	HMDB0009069	NA	348281223	Pos Late
m100009225	Lipid	Plasmalogen	2810	NAMED	1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*	1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*	HMDB0011376	NA	NA	Pos Late
m100009227	Lipid	Lysophospholipid	2715	NAMED	1-linoleoyl-GPG (18:2)*	1-linoleoyl-GPG (18:2)*	NA	NA	NA	Neg
m100009232	Xenobiotics	Chemical	6238	NAMED	thioproline	thioproline	NA	NA	93176	Pos Early
m100009246	Amino Acid	"Glycine, Serine and Threonine Metabolism"	16	NAMED	2-methylserine	2-methylserine	NA	C02115	94309	Pos Early
m100009264	Lipid	Primary Bile Acid Metabolism	3472	NAMED	glycochenodeoxycholate glucuronide (1)	glycochenodeoxycholate glucuronide (1)	HMDB0002579	NA	44263370	Neg
m100009271	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)"	1920	NAMED	(S)-3-hydroxybutyrylcarnitine	(S)-3-hydroxybutyrylcarnitine	HMDB0013127	NA	71464477	Pos Early
m100009272	Lipid	Hexosylceramides (HCER)	3057	NAMED	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	NA	NA	NA	Pos Late
m100009275	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	411	NAMED	methylsuccinoylcarnitine	methylsuccinoylcarnitine	NA	NA	NA	Pos Early
m100009329	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	4347	NAMED	ascorbic acid 2-sulfate	ascorbic acid 2-sulfate	HMDB0060649	NA	54676864	Polar
m100009343	Lipid	Phosphatidylcholine (PC)	2360	NAMED	1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*	1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*	HMDB0008141	NA	52922731	Pos Late
m100009345	Lipid	Phosphatidylcholine (PC)	2310	NAMED	1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*	1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*	HMDB0008008	NA	52922452	Pos Late
m100009394	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1566	NAMED	hexadecadienoate (16:2n6)	hexadecadienoate (16:2n6)	HMDB0000477	NA	13932172	Neg
m100009406	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	1885	NAMED	palmitoleoylcarnitine (C16:1)*	palmitoleoylcarnitine (C16:1)*	NA	NA	71464547	Pos Late
m100009407	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)"	1914	NAMED	pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	NA	NA	NA	Pos Early
m100010850	Peptide	Acetylated Peptides	1189	NAMED	4-hydroxyphenylacetylglutamine	4-hydroxyphenylacetylglutamine	NA	NA	NA	Neg
m100010895	Nucleotide	"Pyrimidine Metabolism, Cytidine containing"	4263	NAMED	2'-O-methylcytidine	2'-O-methylcytidine	NA	NA	150971	Pos Early
m100010901	Peptide	Gamma-glutamyl Amino Acid	640	NAMED	gamma-glutamyl-alpha-lysine	gamma-glutamyl-alpha-lysine	NA	NA	65254	Pos Early
m100010916	Lipid	Diacylglycerol	2904	NAMED	palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*	palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*	HMDB0007102	C13861	5282283	Pos Late
m100010917	Lipid	Diacylglycerol	2905	NAMED	palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*	palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*	HMDB0007102	C13861	5282283	Pos Late
m100010918	Lipid	Diacylglycerol	2923	NAMED	oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*	oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*	HMDB0007218	NA	9543716	Pos Late
m100010922	Lipid	Diacylglycerol	2941	NAMED	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*	HMDB0007257	NA	9543796	Pos Late
m100010923	Lipid	Diacylglycerol	2942	NAMED	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	HMDB0007257	NA	9543796	Pos Late
m100010925	Lipid	Diacylglycerol	2914	NAMED	palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*	palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*	HMDB0007112	NA	9543736	Pos Late
m100010927	Lipid	Diacylglycerol	2934	NAMED	linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*	linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*	HMDB0007250	NA	9543737	Pos Late
